id,puzzle,solution,clues,difficulty
2252529,....3...6....6.48....91.......7..89......53..5.4.......3.....2.87.......95..4..67,295438716317562489648917253163724895729685341584391672436179528871256934952843167,23,0.0
2252533,.3...46..8.2.....1..53...2..674.....21..7..9.....6.....8.....1......34.........87,139824675842657931675391824967432158214578396358169742786945213521783469493216587,23,0.0
2256590,.8..2...6..7..5..91..9..4.77....1562....5.1......9..8..6.2.........3........8....,985427316647315829132968457793841562826753194451692783568274931214539678379186245,23,0.0
2256986,.1..5..7...........7.1..435..76.3.4..9.81........9.5.13..4...1.........9..2......,413956872528347196679182435157623948294815763836794521385469217741238659962571384,23,0.0
2260339,.......6.43..579.1..61....272..9......5...2.9.9.4.8........61.....9....5..4....7.,189342567432657981576189432723591846845763219691428753257836194318974625964215378,25,0.0
2260991,....2....5.3...4.....5.1........9..628.1.5.9.6...84..........6.3.7.....98.1.43.2.,716428935523796418498531672135279846284165793679384251952817364347652189861943527,25,0.0
2264256,...8....7.5....1....69.3....8....4.3..9..7.....1.6....8...1.25..7...9........5.36,942851367358476192716923584687592413539147628421368975863714259275639841194285736,23,0.0
2265669,........6...3.5.7.4...8.95..18..........368.2.2.97.....9.7..4..3..5.....2...4.6..,539427186186395274472681953918254367745136892623978541891762435364519728257843619,25,0.0
2270808,8.7....2.53............38.43.8..........79.46......29..54.9..............12.5.7..,847965123531482967269713854398246571125879346476531298754198632983627415612354789,23,0.0
2270884,..6..4.........7..7...584.2....3..9.....6...3..8.2..............249.18..9.76...3.,286794315543216789719358462472135698195867243638429571861543927324971856957682134,23,0.0
2272312,.5.31..4.6....2....384...........4.75.7....9.1.4..6..8.......1.8...4.7.3...6.5...,259317846641582379738469125362198457587234691194756238976823514825941763413675982,25,0.0
2276191,5......7.62...41.....7.8..39..1.385...6..2.4.73........5..61......8...2...4......,583619472627354198491728563942173856816592347735486219258961734379845621164237985,25,0.0
2277346,......15........9..8..61...914..8..6.....7.......95.2..21....8..5.312....6.......,796824153142753698583961742914238576235647819678195324321476985859312467467589231,23,0.0
2279232,.7.46..1.......3.6.2..9.......7436...9..8.1.....5...37..2...954..5......1..2.....,973468512854127396621395478518743629397682145246519837762831954435976281189254763,25,0.0
2280459,...6.3.....8.....2.....5.3662....8...41....5....178........7....3.9....71.25.....,259643178368791542714825936627354891841269753593178264986417325435982617172536489,23,0.0
2280496,.....73......5.7.49........18...6...53.8.1..6..........2.64..1.4........3.7.8.5..,654217389213958764978364125189476253532891476746532891825643917491725638367189542,23,0.0
2280993,5.3...7...6.4....82...1..366....7..4.9....81......8...341.......5...........7.5..,513869742769423158284715936638157294495236817172948365341582679857691423926374581,23,0.0
2281157,4....12...1.7..43.....9...1..5..83.2.964.....8..9........3.7.28..1..........1..7.,467531289912786435538294761745168392196423857823975614659347128371852946284619573,25,0.0
2282608,7.83....2....12.........36....43....6...9..1.47...1.....6.....8...8....4.2....5.7,718365942364912785295784361951438276682597413473621859546273198137859624829146537,23,0.0
2282707,....8.95....7.18..6.8.....14..39.....235.......7...4..2............5.249..1..73..,712486953359721864648935721465398172123574698987612435234869517876153249591247386,25,0.0
2283552,.4.......2..8.....71..54.......69.84......2....35.1.6.1.9...5.....6..8.....2....9,946132758235876491718954623572369184691748235483521967129483576354697812867215349,23,0.0
2284008,...67.2.8....8.....3..24....7..1..4.2..4..31...1....79...8.6..4.4..3....6.......5,514673298762189453839524167376918542298457316451362879125896734947235681683741925,25,0.0
2285384,6..7.8...4...31.....72....1.6....7.5......9..15...4.......8.....34...5.8...6....3,615798234428531697397246851869312745743865912152974386576483129934127568281659473,23,0.0
2288405,9...673...2.1.54....6.4...14.879......9..8......3..6.............12.38....2....7.,914867325827135469356942781468791532239658147175324698743589216691273854582416973,25,0.0
2291501,...1..94.5.......8......12.7.3...5.....9237..8.9.7.......5..43.64.........1..8..2,382156947517294368496837125723681594154923786869475213278569431645312879931748652,25,0.0
2291575,...4...5..7......6.6.8.7.9.8..9..16.1....24...23..1.7.2....8..........3.....93.4.,382469751974315826561827394857934162196572483423681975235748619749156238618293547,25,0.0
2291973,5.4....1.9..1..3.......46..31..5...72...83....5...2................257...4...7..5,574236918926178354183594672318659427267483591459712863795341286631825749842967135,23,0.0
2292273,..798..6..18.74.............5.36.1.77.6...5.......92..5.........791.8..3.3.......,247985361318674925695213478954362187726841539183759246561437892479128653832596714,25,0.0
2292908,1..3...98..79.5.13...1.......257...9.9.....82......4.728........3.........9....65,154326798867945213923187546642578139795431682318269457281653974536794821479812365,25,0.0
2295091,7...9..2......8..4...5.7...83....1...5..3......76.....2..3.1..8...4....154...2...,784193526915268734623547819836729145152834967497615382269371458378456291541982673,23,0.0
2296398,....891..8.....3..62...........17..49.....5...3..9...8....7...6..61..2...7.3.2...,753689142849721365621543789265817934984236517137495628312974856496158273578362491,23,0.0
2296774,28..5......6....9...7.....153.....7.4....56.......4.18.4....9.....9.....81.7...6.,284159736156237894397468251538621479471895623962374518743516982625983147819742365,23,0.0
2297432,.5...4.....3...942...7...8...7.1....52......41...98.5.8...7..........2.1.....96..,258934167763851942941726583687415329529367814134298756896172435475683291312549678,23,0.0
2297994,.........3.2...9...8.65.....5...2..8.....7.131.6.8..9..7...61.....7..539..42.....,695321874312874956487659321753192468849567213126483795578936142261748539934215687,25,0.0
2298440,.....5....839.........7.5319.....3.....6.1........796..7..4.....1....8.26.8.....5,761235489583914726429876531956482317837691254142357968275148693314569872698723145,23,0.0
2298534,7.9..2.4....9.....5...6..87.5.1..4.2.7.8......3..9.........8.......4.3..2.3...5..,769582143384971256521463987958136472172854639436297815615328794897645321243719568,23,0.0
2299428,.....418.4.9.....7.5.16...45..3..........159...762......6.1..2.97.....1....2.....,763594182419832657258167934581349276624781593397625841846913725972456318135278469,25,0.0
2300450,.6.....4.9.7...36...18...2...9.5......43...1......42..3.........26.19..7...7.....,862973541947125368531846729689251473254387916713694285375468192426519837198732654,23,0.0
2300669,7......6.....5873..56.4.9............1...9.849..4..5.......2..11..........786....,728193465491658732356247918274385196615729384983416527849532671162974853537861249,23,0.0
2302333,..5.1..39.7.35.........7.151..84......61...98.9.2.........8....23......1..7..2...,425618739971354862683927415152849673346175298798263154569481327234796581817532946,25,0.0
2302978,..3..6.1.....28......1.....1849..56..9.......5......43....5..3.......4.86.7.9....,923576814415328796768149325184937562392465187576281943841752639259613478637894251,23,0.0
2303034,.84..9..75.....2.82....4.5..274....3..36...9..5...8........23.9....7.1.2.........,184259637539167248276384951627495813843621795951738426718542369465973182392816574,25,0.0
2304014,....1...6.72..........6...9.2...4.3...5......9.43.2.....8.59...3..7..5..7....6.4.,493817256672945183581263479127594638835671924964382715218459367346728591759136842,23,0.0
2304570,.8.5..9.......48....4.6.75.1...5..3..93..7..5.6...3.....768........25...4.9......,681572943572394861934168752148956237293847615765213498357689124816425379429731586,25,0.0
2304905,.......21.1...3...3..89.6....6.4..9.........3.42.....51.8..67.....4.8..2......9..,689754321417263859325891647536147298791582463842639175158926734963478512274315986,23,0.0
2305267,.93.7....4...6....1....93....512.6.....7...4....35.1...67.3...8......53..4....9..,293471856458263791176589324985124673631798245724356189567932418819647532342815967,25,0.0
2305572,5.4.7....6.....4....7.65.....1..8.4.......7.33..2..9...3...9..8.9..5..6...8......,524173896613982457987465132271398645849516723365247981436729518792851364158634279,23,0.0
2307637,2..38.........5....8.....1..76.1..34.....4...........5.6.8791....4...5.3..7....6.,241387956739165428685942317976518234352794681418236795563879142894621573127453869,23,0.0
2310863,....5..2..9.4....1.8..........2.3.1.8..1..5...69.....3....96......5....82....763.,671958324395472861482631795547283916823169547169745283718396452936524178254817639,23,0.0
2312180,.27..1.8......9...1..5..293..4..51..2...1.....3......641........936...4...6.....5,927361584345289617168547293684935172259716438731428956412853769593672841876194325,25,0.0
2313558,8.......46.....9.5..5.7..2.....43..7.78..1..9......64..8.....3.5......923.62.....,827935164634812975915476823169543287478621359253789641782194536541368792396257418,25,0.0
2313643,.....73..2.7.895....8.6.......3..4...26....3..5.6...197............4.2...8495....,649517382237489561518263947871395426926174835453628719792836154365741298184952673,25,0.0
2314974,9....65...6.7..........5.71..1.8....6.......53.4.1..2..4.2.....7.2.4...3.....3...,917826534465731289238495671521684397689372415374519826143267958752948163896153742,23,0.0
2317190,..............6.3.7..9....6..41.8.9......9..4.6...71.25..2.438..8........3.7...21,643572918195846237728913546274158693351629874869437152517264389482391765936785421,25,0.0
2318011,..2.74...8.735..........2...3....8.5......4.2675....3.18...9.....3..........4...3,562174398897352146341896257234917865918563472675428931186739524423685719759241683,23,0.0
2318102,....9....89......4..26.....1....6..337..5.4....5..1......768.....1.3.59.48.....7.,634197825897523164512684739148276953376859412925341687259768341761432598483915276,25,0.0
2318421,...2..4.1.....9....85.6.....2...13.9..7.3.14.9...5.....5....7....47..2.........3.,379285461246319587185467923428671359567932148913854672852143796634798215791526834,23,0.0
2319082,..4....52.6...4.8.1...7.....71..6.....38..2.1...9......15.4.....8.2.157...6......,934168752267594183158372694871426935693857241542913867715649328489231576326785419,25,0.0
2320011,5.3..8.71.....3.84.2..5...3......1..3.9.6...8..258....8....6.......3....61.....2.,563948271971623584428751963786394152359162748142587639835216497297435816614879325,25,0.0
2321768,49....7.8..6.........6.24.............7.6.9...24.9...3....3.8....9..7.3..1..895.2,492315768756948321138672459961853247387264915524791683275136894849527136613489572,25,0.0
2325020,5..21.........913..2...4..8..59...2......36916.....3...........3.4..5.6.7......43,593218476478659132126734958835961724247583691619427385952346817384175269761892543,25,0.0
2325402,1.....4.65..7....2.32..........5.....8..416..3..9...51...........8..423...6..8...,179523486564789312832416579621857943985341627347962851493275168718694235256138794,23,0.0
2326303,.........9.5..3....8329..5....7......4..........16..84..1..8.975.4.2...12....7.3.,712856349965473128483291756859734612146982573327165984631548297574329861298617435,25,0.0
2327658,....8.....451.7..8.......56.....49.11.8.9......3.6......9..5.3....6.34.........2.,972586143645137298831249756726354981158792364493861572269415837587623419314978625,23,0.0
2328510,5.4...7..2..86....8......51..921.........4.....6...5.....63.2.7..........1.7...84,564391728271865439893427651459216873327584196186973542945638217738142965612759384,23,0.0
2328589,9..26.3......8.....6...719....47.....5...1.8...9..3...6.....7...8......5...35..1.,971264358534189672268537194816475239352691487749823561625918743183746925497352816,23,0.0
2329298,...........4.9..2.....28...6.8...21.439..65.....4...3..1....6.......7....93...18.,982364751564791823371528469658973214439216578127485936215839647846157392793642185,23,0.0
2332075,..3....1...8...7..4..72.9.3...4..3......6.....1....26........7....5....8864..1..2,723895416698143725451726983286419357345267891917358264532684179179532648864971532,23,0.0
2332769,...9..3........4.1465.1........3.8..5..6.9....2.8.....8.2....531....7.2...9..6.4.,781942365293568471465713289617435892538629714924871536872194653146357928359286147,25,0.0
2332823,..2.86.39......2..8...4....91....4...8...7...34...5..7........6..9.3.......762...,472586139651379284893241765917623458285497613346815927128954376769138542534762891,23,0.0
2333930,19..3...88.41......3..9.7...8.6....1.75.....3...2...6...........4......7..6...4.9,197432658864157392532896714283645971675918243419273865921784536348569127756321489,23,0.0
2334339,.6.3....4.......858.4...3...1.2.6.....3..975..8..3..4....5.2.7...7...63........2.,569387214371624985824951367715246893643819752982735146138562479257498631496173528,25,0.0
2334386,...6...79........3..8..9.25235...................78..254.....9..7.1.68...6.3.....,453682179927514683618739425235961748784253961196478532541827396372196854869345217,23,0.0
2335656,......19....4..3..2.9.......5.69......48..7.23.2...8..........1.7..43...81.....7.,647328195581469327239571648758692413194835762362714859426987531975143286813256974,23,0.0
2335698,36.2...8.......7..4.....9.5..98.6....7..4..9.....524............861.....2..7..5..,365297184891534726427618935149876253572341698638952471753469812986125347214783569,23,0.0
2336436,..5..2..6...1...5.2....4....6.451...3.1....9.....8.2.....8.6..74....3..8..3......,715932846694178352238564179962451783381627495547389261129846537456713928873295614,23,0.0
2337056,........1..2..4...49.23....5....1..42...8.6.53.......9...5.8....83.9..1........7.,637859241852714963491236857569321784214987635378645129146578392783492516925163478,23,0.0
2337514,.......52....61.....6.8...4..95.4....1...6.8.5......93.8.....3..3..1........9..47,178349652345261879296785314829534761413976285567128493781452936934617528652893147,23,0.0
2338212,.4.1..3...9.....28.67.9..454.3.5.6.2..12...7.9............8...3...51..8....6....7,248175369195346728367892145483751692651239874972468531526987413739514286814623957,27,0.0
2338236,...1..2.......5...768.9..4..4..1.9............265.3...6.5.....1....4.8...9...8.2.,359164278412875639768392145543716982871429563926583714685237491237941856194658327,23,0.0
2338754,...7....457...4.1.......95.947.....5..16..8..8...3......64....9...8.64......1..2.,619758234573294618428361957947182365351647892862539741236475189195826473784913526,25,0.0
2339222,....6.7...2.....3..8.93.2.6..2......87.4.....6......19.....1.45314..8......7.9...,543162798926875134187934256492513687871496523635287419769321845314658972258749361,25,0.0
2340417,.1..2.4........76.6..41....4...87.3....64..9......1....3....6.75.48......6.....83,318726459245398761697415328451987236783642195926531874832159647574863912169274583,25,0.0
2342520,...1....4..7....2.8..3.5....1..6.29..8..5..........6.1..9.........9..36...3528...,695172834437896125821345976514763298986251743372489651149637582258914367763528419,23,0.0
2342882,1.5.......6.25.....7.18...42..46.8..3..5....1....2845.6......2.....9.....2......5,145937682863254917972186534259461873384579261716328459691745328537892146428613795,25,0.0
2343501,7..4..6....8....4.3...5......36.2..1........4.25...8.....9.3..52.6...7.8.7.......,712438659958167342364259187493682571687315924125794836841973265236541798579826413,23,0.0
2345184,.....8....2....9.1..15.6..3..729....5...3..6..4..........1...293.....4.6..54.....,453918672826347951971526843637295184519834267248671395764183529382759416195462738,23,0.0
2346329,.5.1....91...3..6....4.......9...82...8.15........4..7.....97.67...6.5.4....8....,356128479184937265927456138549673821678215943213894657832549716791362584465781392,23,0.0
2346522,..4......5.9.1....7..9.48.1..8.6.......2..76..35.............57....8.1.4.....6.9.,184623579529817346763954821278465913491238765635179482842391657956782134317546298,23,0.0
2346636,..6....1.........71...2.64..6..8.2..9..14.86.8.............84...9...2.3.6859.....,346875912529461387178329645461583279952147863837296154213758496794612538685934721,25,0.0
2346781,.......41..2......7....4.5....5..7..4.19...626.3...9..9..76..8..........2.....1.5,536879241142635897798124356829516734471983562653247918915762483387451629264398175,23,0.0
2348848,.7.5..6....9....2..6...13...4.72................9..21....149..33...8...6..4...7..,471532689539876421268491375146725938982314567753968214627149853395287146814653792,23,0.0
2349097,3..58...4......6...6.7.1.927.............5...9..4..81..78....21..5.4.....962.....,329586174517924638864731592743812956681395247952467813478659321235148769196273485,25,0.0
2349436,821.....6..5..6.8....4....59.8..2...2...6.8...1..83..........3.4.3..........75.41,821537496745296183396418725968752314237164859514983672172649538453821967689375241,25,0.0
2350930,....4..7..7...9.4...2...1.87...2......1.....9..478..5.4....8.9....4..3.2...1.7..6,158642973673819245942375168765921834831564729294783651416238597587496312329157486,25,0.0
2351988,..4...3.6..8....7..1...34.......8.9....15...46........1..36.75....7...2..5......8,574892316328416975916573482241638597837159264695247831182364759469785123753921648,23,0.0
2352124,..5.6.2.9.6...9.....3.8..1......2..3...8.6....3....4....4.7.6..9.2...58..564.....,845167239761329845293584716518742963429836157637951428384275691972613584156498372,25,0.0
2352214,.....4.6...........893.....1...7.8......23...6.4.9...5932...........5.2..5.6...84,315784269467259138289361457193576842578423691624198375932847516846915723751632984,23,0.0
2352979,...9....6........75..4.2.9..3....1......4....7.6.1.83.6.95..7.............5..3.14,327951486194836257568472391832697145951348672746215839619584723473129568285763914,23,0.0
2353992,....17...5..89.....83..4....45..6..8.6.....718..4..9...5.2.......7...8.619.......,629317584514892637783654192945176328362589471871423965456238719237941856198765243,25,0.0
2354826,...6..31...8...6...6.2.9....5.86....1.....9.6..4.1......5...4.3.....589..4.7.3...,579648312238571649461239758953862174127354986684917235795186423316425897842793561,25,0.0
2354840,..3.2.......38...62.....1.....5..61.7..6....2.8.2...593.2..5..7.....7.....41....8,163924875547381296298756134429578613735619482681243759312865947856497321974132568,25,0.0
2354939,.1........753.8.4......6.985.3......9....1.2..27..54....1..4..7..29...3....8.....,819452673675398142234176598543289716968741325127635489381524967452967831796813254,25,0.0
2354945,..35...921.673.4....4......9..61.2..3...5.....8.4......1.9..58...8..6...2........,873564192126739458594821376945618237361257849782493615617942583458376921239185764,25,0.0
2356546,2..5....8.1.8..6..3.8.79........1.5.......1..49...7....5.3....4..3....2..479.2...,279564318514823679368179245836291457725438196491657832952316784683745921147982563,25,0.0
2357370,..1...4..5.9...7.......7.85..49..8.....5....3....4.....671..5.9.2...8...1....5...,671859432589423761432617985314972856796581243258346197867134529925768314143295678,23,0.0
2358326,...3..6............692.83....28.3.74.1.64...5.9.......8.....5.7..........75..942.,287314659134965782569278341652893174718642935493751268821436597946527813375189426,25,0.0
2358787,1...8....4...32.16.8......996.....4......7....5.3.....27..48.....91.....3..7..26.,123986457497532816586471329962815743834267195751394682275648931649123578318759264,25,0.0
2358845,.67.5....12..6...........8.....2.......8.59...9...76.1..2....39......7....5.4.1.8,867259314124368597359174286713926845246815973598437621672581439481693752935742168,23,0.0
2359645,.....1.62.34.9..........7..8..1....9.......86.....24.7..9.8....175....24.6.......,587341962234796518691528743856174239742953186913862457329485671175639824468217395,23,0.0
2361623,..9...8......7..1....3...95..5..3......12...4.7.8.4..63.1..65...6.9....7..4..8...,139465872856279413247381695415693728683127954972854136321746589568912347794538261,25,0.0
2361787,....4...6...7....15....98.....41..7...1..263....59...2..6...2.3.9....4..3.7...5..,129348756864725391573169824652413978941872635738596142486957213295631487317284569,25,0.0
2361992,.3......2...4...5.2...98.4...8...1..3.1...89.9.....5.7....4.......8.1.3...2.65.8.,834516972197432658265798341578924163321657894946183527683249715459871236712365489,25,0.0
2362930,7..4............5..5.98..1....2...941....723.4.....7....8.6.5...12.......9.....8.,736415829981672453254983617873256194169847235425391768348169572512738946697524381,23,0.0
2363712,157...............4..98..5..1.3.4.......5...78...9.3...6......134...2......7..8.9,157426983982135764436987152215374698693258417874691325768549231349812576521763849,23,0.0
2365372,.4..8...11.73......52....7........57...958.........29..6...4......83....4.9..21.3,946287531187395642352641879698123457724958316531476298863714925215839764479562183,25,0.0
2366608,..9..6..8..8.34..6.5......18...4.6.3.....2...62.........2....7..1...3....6.1..4..,239516748178934256456827391891745623543682917627391584382469175714253869965178432,23,0.0
2367457,........4....39..1..6.7.5.3..38....58...54....21.......687.3.........1.6.7..4.3..,932561784785439261416278593643827915897154632521396847268713459354982176179645328,25,0.0
2368340,....2.1...5..1.248...8.7...3.......517...2..3...46.....2...85...3......7..9..4.2.,948325176753619248216847359362971485174582963895463712627198534431256897589734621,25,0.0
2369284,9.15........4.71.......6....7........6.94..2.5..6...89...3...58.471.....8........,921538674685497132734216895479852316368941527512673489196324758247185963853769241,23,0.0
2370597,..8..2....6.94.12.......84..7......1.95.6.......8..56.9..41.7....2..3.5.....7....,148752396367948125259136847673524981895361274421897563986415732712683459534279618,25,0.0
2372789,....4...9..3.9....6..8...3..74.6...3..6...5..1.5..39....7.......5.1.2..731.4.....,582341769743695281691827435874569123936214578125783946267958314458132697319476852,25,0.0
2373310,.....9..6..4....785..46.....576.29......5.7..1.9......8.....5.1.....5...43..81...,283179456964523178571468329357612984628954713149837265892746531716395842435281697,25,0.0
2373348,....16..7..5...16.....2.....5.7...342.7..35.8..8...............3...8..92.61......,849516327725834169613927485156798234297643518438251976582369741374185692961472853,23,0.0
2374581,2..8......6..73......2..5..........975...8.1.138............7.35..6...488.1..26..,215864937964573281387219564642731859759428316138956472496185723523697148871342695,25,0.0
2375808,.3.6.9.4.9..5....3..4....7.3.748.....28....6........27.......8...27.1..97...6....,231679548976548213584123976367482195128957364495316827653294781842731659719865432,25,0.0
2376485,..7..8.5.34.....9........13.1..79.6..9..8.4.......6.357.125....8...6..4..........,127398654345612798689745213513479862296583471478126935761254389832961547954837126,25,0.0
2377117,.7...2...5..61..9..9.....64...2....56..4.....7...9...2..513......3...7184.....3..,176942583534618297298753164349281675682475931751396842865137429923564718417829356,25,0.0
2377317,6..9....47.......2..2.4...34...9......3.8..56...5.71..92.7..3.5..............6...,635972814741863592892145673458691237173284956269537148924718365386459721517326489,23,0.0
2377905,76......9..47......2...5.68.3..4....5....2.1.....1..3..96..715..........3..2...94,768123549954786321123495768631549287589372416247618935496837152812954673375261894,25,0.0
2378079,9...6.1.33...5.76.....7.2.8...1.4.....25.....195.....2.1......9.8...63.1...7...8.,974862153328951764651473298867124935432598617195637842716385429589246371243719586,27,0.0
2379559,7....5..8.6....9.7...8.9...4..2.6.......4......6...32..823...1.......7.9..34.....,719635248368124957254879163437216895825943671196758324582397416641582739973461582,23,0.0
2379736,.....51...9..2..5...2...643.........96...2.31.4...8......4.3.675.1.........9.....,483765129196324758752891643317649285968572431245138976829413567571286394634957812,23,0.0
2383506,.9...7.5..5.2...1..36...8......3...1....62..5..21..7.6.43.9....7.98.....8........,198347652457286913236519847675938421914762385382154796543691278769825134821473569,25,0.0
2384233,.......945.8.2.......4..78....6.....23....91........68..4..9...86......7.7.8.2...,712386594548927631693451782481695273236748915957213468324179856869534127175862349,23,0.0
2384935,..8..2......7.421.9.......6.7...3..4..2...89....1...5.8....7...6..4........6..9.1,718962435365784219924315786579823164132546897486179352851297643697431528243658971,23,0.0
2386235,.......5....3928..7...5.....4178..........56...3..6......9.1.7....8....693......1,389417652156392847724658139641785923872139564593246718468921375215873496937564281,23,0.0
2387158,....6.8..6.....7......4..5.2..6..1...7...9....537...4.8.....539.....8....3..94...,425967813698315724317842956284653197176429385953781642842176539569238471731594268,23,0.0
2389274,.7...2.94...7...8..12....7...5.694..4...7..21......9..38....76......1..8..6......,873152694594736182612948573125869437469573821738214956381425769257691348946387215,25,0.0
2389699,..6.7.......5...1..73...6...8.....2..4..23.5.7....9..45..86.....3.........84....2,456371298892546713173298645381654927649723851725189364517862439234917586968435172,23,0.0
2390190,..4.2..565......1....3....8.5.9.73..6...8........4....2...1...9.....4...183..962.,394821756528476913716395248451967382672183495839542167247618539965234871183759624,25,0.0
2391614,.8..9......1..62.75....8...862......7.......5....1.4.....52.9.39....1..6......7..,286197534491356287537248169862475391714983625359612478678524913925731846143869752,23,0.0
2391987,.2..6....7.....16........58..8...2.13.......92.7.9..4....5.1....9...75..6..8.....,521768493789354162436912758958476231314285679267193845873541926192637584645829317,23,0.0
2394872,4.....6..8..3..92...7.5..3...8.2.3.1..6...7.9....6..5.............895.4..7.2.4...,432981675851376924697452138748529361526143789319768452284617593163895247975234816,25,0.0
2394940,8.1.7..2.5.....6.47....5......1.69.8....57.....6...2...1....43......8.....4.2....,861374529593812674742695813327146958489257361156983247218769435675438192934521786,23,0.0
2395351,.81...........253.3.....8......76..1.4...83..9.2........9.5..2...49.....5...1..4.,281365974497182536365749812853476291146298357972531468719854623634927185528613749,23,0.0
2395448,.3......72..1..6..8...4...1.7..3.2....9.............4.1.8..5..3...82.4.........7.,431698527297153684856742391674931258519284736382567149128475963763829415945316872,21,0.0
2396024,.71..62....2....3.64..3..5....8........9...1.4..1..6.5....759...34..9..7........2,371586294582491736649732851163857429725964318498123675816275943234619587957348162,25,0.0
2399741,6...4.9.7...........836.....7....13....2.1....42.9..5..19...4.......2..3..7...6..,623145987491827365758369241975684132386251794142793856219536478864972513537418629,23,0.0
2400106,....9..5.1..4...68.68..12...7......6.8.1.......3.7642..........6..5..7..25...4...,324698157195427368768351294472935816586142973913876425837269541649513782251784639,25,0.0
2400888,...8.....92...634....391..84......3...1...475..351.....5...9.6...6......3...8....,137842659928756341564391728495278136281963475673514982752139864816427593349685217,25,0.0
2400947,.9..38....5.9..6.76........5.684.....42..7......1..9.......1.4.7..5..8.........1.,197638425354912687628475391516849273942357168873126954239781546761594832485263719,23,0.0
2401086,...........4..9.2.....67.3..43..6..971....5.........7.......2..5.2.4..63..95....8,327485691864319725195267834243756189716938542958124376481693257572841963639572418,23,0.0
2401105,..765.38.........4....2............1.9.1...2..56..8....6.....3.2.5...9.8...3.9.1.,427651389613897254589423176872935641394176825156248793961582437235714968748369512,23,0.0
2401985,.....8..387.3.....9......1.5..812....4.65..8...7...5....89..75..1......9...53....,254178693871369425963245817596812374342657981187493562438921756615784239729536148,25,0.0
2404587,.5....98...23...7.3....5.....8.....4...41...67.35..29....8.........6....6.97.4.2.,456172983912348675387695412168239754295417836743586291574821369821963547639754128,25,0.0
2405239,6....5..3.13....4...5.7..2......1.....42.9...89.46.....2.9.......6.....5...3..1..,682145973713892546945673821267531489354289617891467352128956734436718295579324168,23,0.0
2405845,2..5.41..5....1...4.6..3..2........3....956.....23.9.....85.2.9........6.7.4.251.,239584167587621394416973852695148723328795641741236985164857239852319476973462518,27,0.0
2408226,91.74........91...........4..36....9.8.....3.74..2..8.6.7...2...2......8..53..1.6,912745863364891752578236914153687429289154637746923581637418295421569378895372146,25,0.0
2408951,........22.....63.34..8....794....5...26......8..1...75.....7.....5.6......3..48.,857163942219754638346982571794238156132675894685419327523841769478596213961327485,23,0.0
2409511,..5.....36..8.7....2.....7....9......5.6..32...2.48..7..3....8.1...9.6....9...5..,795264813634817295821359476476932158958671324312548967543126789187495632269783541,23,0.0
2411335,........8..2.9.......15..2.29....35..46....8.3.....7...3...75.47.4....3.98..3....,153642978862793415479158623297814356546379182318526749631287594724965831985431267,25,0.0
2411652,.4.3...6......6..1..9.4.8..1....53.9.....157.8..4......5....4.3.96824............,547318962283956741619742835164275389932681574875493216758169423396824157421537698,25,0.0
