id,puzzle,solution,clues,difficulty
49022,3...9.6.2.....23.8..........9.1.5....483.6..1.5..7.....6.......9...8.2.6.1.6..5..,381597642576412398429863175693145827748326951152978463864251739935784216217639584,25,0.0
49774,.....5..7.1.....2..4....1.8..78....4...7...93....92.6...........8.1.4..5.59.2....,893215647716483529245679138967831254521746893438592761674958312382164975159327486,23,0.0
49994,....4..3.......9...3.6..8.72..97.........54...47..2..6..6...35...2......9.5..1...,759248631628713945134659827261974583893165472547382196416827359382596714975431268,23,0.0
50094,8....9...47..582..........32.1........41..3...9.....6...8..6.1.5.......234.9..65.,852319746473658291169742583231465879684197325795283164928536417516874932347921658,25,0.0
51018,.94....3.71..3..2.......7.8....9.4...3..78.....5...2.....386...4.3....9...2......,594827631718635924326914758671592483239478516845163279957386142463251897182749365,23,0.0
51715,.6..2..171...9..........8....5.31........9.7....2..9.8.48......3....752....5....3,869425317137698452254173869985731246623849175471256938548362791316987524792514683,23,0.0
52147,....9...8.5..2...47.....9...8......5..693.......4..32...4...6....52.8.1.6......3.,361794258859326174742851963483612795526937841197485326214573689935268417678149532,23,0.0
53763,7......5..2.8....35.6.4.12......3.71.78.9....6....4.....4..8........5...13.6..2..,743912658921856743586347129459263871378591462612784935264138597897425316135679284,25,0.0
54077,59....3.8.6..5.......91.....7.....413...7.........8.9.836..7........15.6........2,591742368764853129283916457678395241319274685452168793836527914927481536145639872,23,0.0
54950,....9..8...1....4....178......2..9.6..4..1.....2.5..........7..4...67.38..9...6.2,276495381891326547543178269357284916964731825182659473638512794425967138719843652,23,0.0
54991,..3..59...62.......9.6......81....4.2....17....7.8.....4..1...8....72......9..6.4,173845926462193857598627431681759342254361789937284165349516278816472593725938614,23,0.0
55110,9...7.1.5.8.2........3.....1..7.2.5...8.....1....4..3..29.......6....8.7.3.5.9...,943876125685291374712354986194732658378965241256148739429687513561423897837519462,23,0.0
57681,.7.......5....4.61..8..192..49....57.1....2......68.9...4572...............3.6..8,971625384532894761468731925649213857813957246725468193184572639356189472297346518,25,0.0
58022,.2............138....5..216.8..4.9533............89...1..4.28..4..7.8...9.......5,721836594645921387839574216286147953397265148514389762163452879452798631978613425,25,0.0
59486,.85..2..6.....345....7...2124...9......5..1..3.6...2.....49......92.....16..3....,485912736712683459693754821241379685978526143356148297527491368839267514164835972,25,0.0
60020,...47.9......5.64..5...3...6...2....17..6....2..8..5.1........9..41.9.........72.,832476915917258643456913278685321497179564382243897561568742139724139856391685724,23,0.0
62040,.32.65..8....7..1..8.....4.57..2.....2.........6.9......9..6.8..5...4..3...93.4.7,132465978495872316687319542574628139923147865816593724349756281751284693268931457,25,0.0
64098,..21....7.16..7.5.98.2..4.1..172....49..8..............2.3.98.4........2......1..,542196387316847259987235461651723948493681725278954613125369874769418532834572196,25,0.0
64322,.6....9......69..8.8..372..8...4.7...3.8.6.1........5...3.....16..18..7.......6.9,264518937357269148981437265812345796539876412476921853723694581695182374148753629,25,0.0
66797,...2...744.5...........982............2.36.8..9...8.377...6...1....4.69.........3,968213574425687319317459826853174962172936485694528137789365241531742698246891753,23,0.0
67339,8..52.3.........1..2..8....7.....1944..8...2......5..6.4916..............65.....9,894521367573649218621783945758236194416897523932415876349168752287954631165372489,23,0.0
70371,28.9....7........81..7..2...738..6..............567.9.74.25...9.1............6.15,286945137357612948194738256573894621869123574421567893748251369615379482932486715,25,0.0
71634,5.7..6..........45.9..8...1.....34.97.....3..86.......9......3....24......5.6.8.7,517426983682931745394785621251873469749612358863594172976158234138247596425369817,23,0.0
73261,3..21..4.1.2..4..86...........587..9.......2..89.....7.41............2......297..,378215946152694378694738152423587619716943825589162437241876593967351284835429761,23,0.0
73600,.....3....4......685..169.45......9..3....2...724..58....23..1..8.16......9......,296843175741925836853716924514382697938657241672491583465238719387169452129574368,25,0.0
73730,.85.6....6...19...3..5..71.....7......7...8.44...8.5.9.2.....5.............15649.,185762943674319285392548716859473621217695834463281579926834157541927368738156492,25,0.0
74345,....6.....58...9..6..95.3.7..9..241..613....9..........4......1..2.95.....3....24,937268145158734962624951387379582416261347859485619273546823791712495638893176524,25,0.0
76001,.97.....85..2.8.....1...4.....842.9..5...6.7.....5.8........3.9.7.....6..684....2,297514638543268917681379425736842591854196273129753846415627389372985164968431752,25,0.0
77466,......9....4...7.338..5.....5.8........4.1.8...9.6..1.1...2...7.47.9.........5.3.,716243958594186723382957641451839276623471589879562314135624897247398165968715432,23,0.0
78923,.8.7..6.....13.8.......5...94..7....75.6..9.2..2.4..1.6....2.9.51..8.4...........,185724639297136854436895271941273568753618942862549317678452193519387426324961785,25,0.0
81229,.7...4..1.6328......8....5...9..1...8......7.....7..6........34.1..3..8...48..6..,975364821163285497248719356739621548826543179451978263582196734617432985394857612,23,0.0
81338,..5...2.....3..7..87..2.93..1..9..2.7..183...6...........95...7.8.....5....47.1..,395867214246319785871524936418796523752183649639245871124958367987631452563472198,25,0.0
83274,..7.548.....8.....31..9...45......6...4.2.....6.7.12..2......56..1...3.873.......,627354819945812637318697524572938461194526783863741295289473156451269378736185942,25,0.0
86427,..8..9..2.6..3....35..6.9..4...1..8...7..2.5..9............83.67...2......5....7.,178459632269831745354267918436715289817692453592384167941578326783126594625943871,23,0.0
86519,.4.8.........1...557....9.3....7.4...689.5........42.....3....9.8......2.2....73.,346859127892713645571246983235178496468925371917634258754362819183497562629581734,23,0.0
88318,....13..2....89....8......5.28...7.4.9..5....1..7...3..35.....6....7...12..9.....,674513892512489673983267415328196754497352168156748239735821946849675321261934587,23,0.0
88666,7...1.23..564......8.6..7....53.2..46............4.3..........8....85.27..9......,794518236356427981182693745915372864643859172278146359567231498431985627829764513,23,0.0
92944,4...82.6..7.9....2.......8..9...631.82......5....5.9....3.69....5.1.......9.3...1,435782169678915432912643587597426318826391745341857926183569274254178693769234851,25,0.0
93550,8....7..........5....85..13....12.8.2...3..9456.47.2...3....6.......4...71...6...,853147962194263857672859413347912586281635794569478231435791628926384175718526349,25,0.0
94896,....8.9.6..1..2...8..9..2.527.5.....63......1..5.4.........6.791.......4...478...,752184936391652847846937215274561398638729451915843762483216579127395684569478123,25,0.0
95343,4.6.1.2.7.....7..1..9.6.....4..98.6..3.7...8.7.....4.......9.7.......1...8..5....,456813297823947651179265834542198763631724589798536412214689375965372148387451926,23,0.0
97079,6..1.2.8......71..48...59.....2.8...7..4..61...6....42.7..1....1.....83...8......,697142583235987164481635927314268795729453618856791342973814256142576839568329471,25,0.0
98087,.....79......94237....3..4...1....5.3.......6.2......1.7.1.6....84.......9.....62,432687915816594237957231648761829354349715826528463791273146589684952173195378462,23,0.0
98655,.....9.75...3.56.....6..81.14........7..93.......8..6..5..2..........18...9..73..,613849275728315694594672813142756938876493521935281467351928746267534189489167352,23,0.0
100054,.........9.6...1.8.58....7..6...98....932....8....74.....2...13..2.3.9..7...91.86,271864359946573128358912674567149832419328567823657491694285713182736945735491286,27,0.0
100082,.216.49...79..........91.......8.6.......3..4.....638.81.4.7.6..6.3..57..........,521674938479835126638291457347982615286513794195746382813457269964328571752169843,25,0.0
100141,..3.....19....2.3.1..9...65.6..7..8.......2.7..5...1....87..59.3.2.4......6..8...,683457921957612834124983765261574389849361257735829146418736592392145678576298413,25,0.0
100247,......2...6.......3....9.4.7..54..8....2..4...567....1..1...67....95.....9...1..2,189374265264185793375629148712543986938216457456798321541832679623957814897461532,23,0.0
100947,.....3.....5.....4..9.8.1.2.6..189....2.....8.93..7.....6....35...6.14.....524...,621943857785162394349785162564218973172396548893457621416879235257631489938524716,25,0.0
101813,9..5....7......2.1.28..6...6...7.3...34.....5...9.2.7............6..3.........5.9,913524867467389251528716493692475318734861925185932674349257186856193742271648539,21,0.0
104793,891...67.62.............5.8.....6...46.1.......98....12....37.6...249......7....4,891452673625387149347691528138976452462135987579824361284513796716249835953768214,25,0.0
107158,34...619.5..7......8...........9..41..5.8.3.2...3.....1..4.2.....28...5..9.......,347526198519738624286941735638297541975184362421365879153472986762819453894653217,23,0.0
107567,.9....1.7.7..9.....3..1.69............198...4...4.593.2.....3.....5....84.8....75,694253187172698543835714692549137826321986754786425931257841369963572418418369275,25,0.0
107674,.7...3.....1.2.59..6.1....3.....9.5..97.65.84.............5....8...316..5....8..7,278593461431627598965184723382479156197365284654812379743956812829731645516248937,25,0.0
108003,..342....5..9.......1.....6.......7.396.......7...145....8..3..1.9.....7.6...5.4.,683427195527916834941583726415298673396754218872361459254879361139642587768135942,23,0.0
108859,.1.6.5.........16...4...5....6....2..9...4..38...9.......95......31..8..7...8..34,219675348385429167674831592536718429192564783847392615468953271923147856751286934,23,0.0
108949,...6....4..14.....29..1...6...3..9.13..8.....4...9..75....8.5..562.3...8...2.....,853679214671423859294518736725364981319857642486192375147986523562731498938245167,25,0.0
109039,.......6.6249.....9...2.4.8...8......5.4..7..7....9.25..3.....9..96.8.1.5..7.....,835147962624983157917526438192875346358462791746319825483251679279638514561794283,25,0.0
109818,81...32..2..56.3....3.....57........5398.1.2.....76..1..4.......8.3........6..7..,815493276247568319693712485761235948539841627428976531374159862986327154152684793,25,0.0
109833,..51....7....285...6.4...2..4.36.8..81....3.........9..3..4.....5....1..2..6.....,325196487491728536768435921942367815816954372573281694137549268659872143284613759,23,0.0
112928,2...6.......92.7..9.17.8..3...39.........25....7....8.....4..9..6.8.9.1....13.6..,278463159635921748941758263856397421194682537327514986713246895562879314489135672,25,0.0
115012,.8.1..6...9...54.23.4..6....3......85.............49..6..3..2..2......85..9.7....,785142639196835472324796851931627548542983167867514923678351294213469785459278316,23,0.0
115674,..8.6.....29....7....9..4..1..3..94.4..2....1..38..5...5.7.3...8.......72..1.5...,748562319529431876316978425162357948485296731973814562651783294834629157297145683,25,0.0
115818,......48......6......15..2..75.3..61.62..5..3..39.7..8.4..8.3...3..41.7..2.......,156723489287496135394158627875234961962815743413967258741582396539641872628379514,27,0.0
116879,..8.75.6......8.....29.64..3..7..6........9.4....8.2.5.746....1956.........2.....,498175362763428159512936487325749618187562934649381275274653891956814723831297546,25,0.0
119595,4.6.9.....7..84..515.....2...196.........1.76.3........8............749....85....,426195387379284615158736924741962853895341276632578149987413562513627498264859731,23,0.0
120243,...5.1...83.24....4....7..6.549....8..........7.3..2.1...7.28...........3......15,792561483836249157415837926154926378283174569679385241961752834548613792327498615,23,0.0
120430,.3.78......2.1.....7..52.....4.6..9.6......1.2.....78..516.4..9..8....4.9....5...,435786921862913457179452368584167293697238514213549786351624879728391645946875132,25,0.0
121794,4....351..51.....28.7......9.5..6......4..........1..8....39...2......4938....2..,492863517651947832837125694945386721168472953723591468574239186216758349389614275,23,0.0
122173,......4...2.9..36...1..8.57..7.9..4....5.....8.5...9...82..41.6.6...1......7....2,573126489428975361691438257217893645936542718845617923782354196369281574154769832,25,0.0
122498,..156.2...3.87.1.6.....4..5....5..4769........4....38..1......27..3......28......,871569234435872196269134875182953647693487521547216389316798452754321968928645713,25,0.0
123123,4..2.5....6.....7...8.9...25..98.6.......7.1.....13.......7...81..6..2.......95..,497235186265841973318796452571982634923467815846513729652174398139658247784329561,23,0.0
123235,.....2.15..84.......6.179...8..25............7...9.56...9....2..137..6..........8,347962815198453276526817943981625437652374189734198562879546321213789654465231798,23,0.0
123998,..8...96..1...3...2.368...5......2.4....54...9...76...13..9.......8..1..5....2.4.,458721963619543827273689415365918274827354691941276358132497586794865132586132749,25,0.0
124543,........4.7...6.8..43......16..7....3...2......548.7.......581.....6...9.1....53.,859312674271946385643758192164573928387629451925481763496235817538167249712894536,23,0.0
125780,.69......1.....674.45.........93...6...84....38..1.2.......59...5.3..1.........8.,269473518138259674745168392421937856596842731387516249614785923852394167973621485,23,0.0
126346,3....5..2...7...5...9..3..7293....7.86.....9....6.....52.3........41.56.....5.3..,374985612182764953659123847293548176867231495415679238521396784738412569946857321,25,0.0
126376,.72.9....6...4.......1....9....79.141..6...7..8....2..82.........4....5....8..6.3,572396481691748532438125769263579814149682375785431296826953147314267958957814623,23,0.0
126762,.9..8...5.....2.7...249......6......3.....2...8....7.32.8..76..1...64.9..4..2.3..,493786125865312974712495836926173458374658219581249763258937641137864592649521387,25,0.0
129297,84.........651..3...5..674..9..68...1.2..38......45.6......7.1.....3...67........,841372695976514238235986741594168327162793854387245169658427913429831576713659482,25,0.0
132418,..8.3.1.4...2....5......6...5.......98.7..3..4...2..7...5..1...79.3....1.42.8.9..,628537194314296785579418623257863419981754362463129578835971246796342851142685937,25,0.0
133606,.......4....397.6...8...2...9........5..2...76...8.9....41.......7...3.82.6..34..,179862543425397861368514279792635184851429637643781952934158726517246398286973415,23,0.0
134592,...6.52.37.23....1.....9..5..3.6....195..7......2.4....67......9.........1.....8.,489615273752348961631729845243961758195837426876254319567483192928176534314592687,23,0.0
134627,...3...729.3..6..5.2...8..631....8...6..1...7....5.4..7............2.....8....51.,856341972943276185127598346314762859568419237279853461795184623431625798682937514,23,0.0
134802,8....3...2.4.7.1..6..8.1...4..1.9....97..5....6..3......2...86.......34.7..9..2..,851293674234576198679841523425189736397625481168437952912354867586712349743968215,25,0.0
135371,..5..3.........9..6.91...3........71...3.4...58..2..6.7..4..129..4.76..5...2.....,845693712312847956679152834493568271267314598581729463736485129124976385958231647,25,0.0
136102,2.1....3......9.263...5.8....72.6.84.4.5.....5.3....1..18.7....4......6.7........,271468935854319726369752841197236584642581379583947612918674253425893167736125498,25,0.0
137833,...65.41......9....9....37...19.6.5.2.5.....38..4..7...4....8..7....813.....6....,328657419517349682694812375471936258265781943839425761142573896756298134983164527,25,0.0
140450,.7.2....1..4..........3...2.4.9...5.3...7.8.6.6.....1.79..1..6......9.7.23.7..4..,673248591124695738985137642842961357319574826567382914798413265456829173231756489,25,0.0
140872,...852.9......3..21.36...8........79..1.....34.5.......98.....6..25.........16...,764852391859173642123649587286435179971268453435791268598324716612587934347916825,23,0.0
141655,71..8......3.......8...6.43.9......8.6.2.9..4...8...72.263.......9.....7....54.8.,714983526653742891982516743297435168168279354435861972826397415549128637371654289,25,0.0
144334,...9286..21..............9..9..6.1..8...4......5...9429....54.......75...3.6.1..8,347928615219356874658174293493562187821749356765813942976285431182437569534691728,25,0.0
145560,.2...43..6..98.5.....3.........7.1..584.1......1...6.4.6....7...978.....3.5..9...,728654391613987542459321867936478125584216973271593684862145739197832456345769218,25,0.0
146349,3.9.........3...58.21...4....7.....2.6..3..1.....8...6..54.8...9.25........6.194.,359842167476319258821756439537164892268937514194285376615498723942573681783621945,25,0.0
147352,.2....3..9.6..812...1....7......756.....9...2..5.4.9.16..37....2......5.3....2...,728614395936758124541923876492137568163895742875246931654371289217489653389562417,25,0.0
149784,..59.31..34.6.......7......9.2..5.7....3.2..6.......5.1.....7..6...29.....8.....1,265983147341657829897214635912465378584372916736891452129548763673129584458736291,23,0.0
150319,..4..8.3.2...6....57..........1..5.648.....7.....49........3..1..78.235...1...26.,164278935238965417579431682923187546485326179716549823842653791697812354351794268,25,0.0
150729,...2..4..6..81.5..........3.5....1.4..8......7.94.26.......7.........7862...51...,895273461643819572172546893356798124428165937719432658964387215531924786287651349,23,0.0
151088,.8....2...2.5.189.3......46..4...6..5...1.....1.4.3.5......79.2..68...3......9...,485396217627541893391278546734985621569712384218463759843157962976824135152639478,25,0.0
151334,2..19.7.....6.........489..9...2..1.....7.2.4..85.....84.23.....16....2.......6.7,284193765739652148651748932975324816163879254428561379847236591516987423392415687,25,0.0
154228,9...........7..4....4.3....6...98.7.3.1..7.4......58.1....2.....5..1...38.9.....5,918654237532781496764932158645198372381267549297345861173526984456819723829473615,23,0.0
155672,..5....1.98..2.3.......7.58.7..5...3....16..42.........9.4......3...17....28..94.,725638419984125367163947258678254193359716824241389675897462531436591782512873946,25,0.0
157701,9..3...2...4.58......2..4..27.43...6.....5....3..7..8....59...3.1.8..9..3.7......,956314728124758369783269451278431596461985237539672184842597613615843972397126845,25,0.0
160086,1.....2.5.2....8....6......61.79..4...9.....75....1.8.87..69.....4..3.....52....4,198634275423975861756812439612798543389546127547321986871469352264153798935287614,25,0.0
160212,..57......1.4.2.6..7....3.12...8.1..4....1.7....6.3.....72....3..6....4.......719,325716498918432567674895321269587134453921876781643952197254683836179245542368719,25,0.0
161350,......7.85.....1.22..9.4.6....7.54...5.......64.1....912..3.....6..97.8.....8....,431652798596873142287914365819765423752349816643128579128436957364597281975281634,25,0.0
161444,.....7..2..7.....49..6.....21........7.....684..31..2...8..........83.15.4...6.3.,831547692627891354954632781219768543573429168486315927398154276762983415145276839,23,0.0
163127,......7..4...8.3...2.6.5...2.....57.7...2.6.4.....1.....6.....98...3....35.84....,685314792417982356923675481261498573798523614534761928146257839879136245352849167,23,0.0
163786,2...6.3..9..5......5..2.6.4.86.5..3........5......9.4.831.9...2..4..7.....5.....8,247961385968534127153728694486152739379846251512379846831695472694287513725413968,25,0.0
164168,7..9.2.........4....1........2.....3.4.816..98.6.........48..7.9...671.........25,765942318289351467431678592512794683347816259896523741123485976958267134674139825,23,0.0
164658,....19.7....6...8.....8.4.98.5...2...19.....5...7...6....3....2..7.......5.26...1,238419576594672183176583429865934217719826345342751968981347652627195834453268791,23,0.0
165386,.3...9....4....5.9..6.3.18...21..6..7....6..2...95..7.5.3...2....4.......1...7..4,135789426847261539926435187392178645758346912461952873573614298284593761619827354,25,0.0
166497,..4...5.7...7..4....9..2.1.2.3..7...1..58........3.7.....1..9...7.49.25...6..3...,314968527628751439759342618243617895167589342985234761432175986871496253596823174,25,0.0
166615,83.61......2......1..8.49...86...15..2........1.7..3.2.....571....3.8.6..57...8..,834619527692537481175824936786243159423951678519786342268495713941378265357162894,27,0.0
168062,....7.32.1.82...9......58....3..761..7.94...3..1.5......2......835......9....3...,649178325158234796327695841593827614276941583481356279712569438835412967964783152,25,0.0
168950,.....41527..3.5.........7..924........798......6.....1.......16.3...92..45.63....,863794152792315468145826739924561873517983624386247591279458316638179245451632987,25,0.0
169602,7...4..8..1........94.5.........5.499.8....2....3...57....786.11.3.....4.4...3...,736241985815937462294856713372685149958714326461392857529478631183569274647123598,25,0.0
170775,.4...3.9.8........3.9.6.2....6...754...1.......8.24....2.9....7........6.....7.83,742513698861792435359468271216839754934175862578624319123986547487351926695247183,23,0.0
171314,.3.......7.....2....18.7..9.....34....519....8..6..5.2..7....1.....3....2..9..85.,936425178784319265521867349672583491345192786819674532497258613158736924263941857,23,0.0
172430,..8.2..7...29...1.....4...37..3.....8..7.93..........1..35....8..1.....6.2...39..,358621479642937815197845263719352684864719352235468791473596128981274536526183947,23,0.0
172438,2.61.......1..4.5.75...8.4.6.....93....8...15.2..3......39.2..48............6..9.,246157389381694752759328641675241938934876215128539467563982174897413526412765893,25,0.0
173227,.2..1.74..........39...56.27..4..2...4...13..8.9..3.5...5..4...4..1....7.....9...,528316749164927835397845612753468291642591378819273456975684123436152987281739564,25,0.0
175330,.....7.....59..8.....6...1.9.......66.7.38.....8.9..3..23..57.......15..1.....4..,391847652265913874784652319932574186617238945548196237823465791479321568156789423,23,0.0
176417,......4.864.7.....97.82....1.5.........24...9........3.2..7..3.....13....89....1.,512639478648751392973824651195386247837245169264197583421578936756913824389462715,23,0.0
176513,.162..4..9...17.....4..9.31....5...8.....1.2.74.....1.......8....2.8.67..6..9....,516238497923417586874569231231954768685371924749826315197642853452183679368795142,25,0.0
177094,..6.37..2.2....1....5....8....69.81...3.4.....8....6....97...41...9..3.7...4..2..,196837452728564139345219786574692813263148975981375624839726541452981367617453298,25,0.0
177298,..9.6...7.74....1......2....1..9...8...7......3...14.58.....1341..9.8.6...6..3...,389164257274539816561872943412395678958746321637281495895627134143958762726413589,25,0.0
179208,1.9.......8........5..96.2....4.1...4..7....5.3.52...77.....5....1.5.3..9..2.34..,179342856286175934354896721597461283412738695638529147723684519841957362965213478,25,0.0
179896,..4..7.3..2..6.....8....4......8.5....629..13.4.........3.....1.51....2.....5..68,914827635327465189685319472239186547576294813148573296863942751751638924492751368,23,0.0
181771,43....9....1...8....79....3.....63.2..5.247.8...1.8.4...6..7.........6..92...1...,432815967591763824687942153849576312165324798273198546316457289754289631928631475,25,0.0
181932,.8...5..6.52.....17....4....96..3..8..7....1..3.5.7...1.....9..92.3..6.....2.8...,489715326652839741713624895596143278847962513231587469178456932925371684364298157,25,0.0
183113,....4.....3159.7...2.1....9..9....6.5...34.....7...2..2..9...478.3.5...1.......9.,968743512431592786725168439389275164512634978647819253256981347893457621174326895,25,0.0
184499,.......733.9........5...61...2..59...4....8...5.3......764....21..2....6...7.914.,481926573369517428725834619812675934643192857957348261576481392194253786238769145,25,0.0
186301,..49.61.75......2..6.84.....261................35..7.4...........2..95..7...1.9..,234956187589731426167842395426197853875463219913528764391275648642389571758614932,23,0.0
186751,..7....359.....84.3............4....8....12....9.5.17..4..9..8...15.3....7......6,187429635956137842324865719712648953835971264469352178243796581691583427578214396,23,0.0
188017,..28.1...85.6...9........6.9....3...4...6..3.2.....9.8.17......3....9....9.1....2,762891453853674291149325867975483126481962735236517948517246389328759614694138572,23,0.0
